original_sentence,perturb_n1,perturb_n2,perturb_n3
"Cisco has signed similar deals with AT & T Corp. T.N , SBC Communications Inc . SBC.N and Sprint Corp. FON.N .","Cisco has signed similar deals with atomic number  & T Corp. T.N , SBC Communications Inc . SBC.N and Sprint Corp. FON.N .","Cisco has signed similar deals with AT & thymine Corp. T.N , SBC Communications iraqi national congress . SBC.N and Sprint Corp. FON.N .","lake herring has signed alike deals with atomic number  & T Corp. T.N , SBC Communications Inc . SBC.N and Sprint Corp. FON.N ."
The Cradle of Liberty Council isn 't the first one to buck the national group 's stance .,The Cradle of Liberty Council isn 't the first matchless to buck the national group 's stance .,The Cradle of Liberty council isn 't the first one to dollar the national group 's stance .,The Cradle of indecorum council isn 't the first one to buck the subject group 's stance .
"It would be cumbersome for restaurants that serve different meals each day , she said .","It would be cumbersome for restaurants that dish up different meals each day , she said .","It would be cumbersome for eating place that serve different meals each day , she pronounce .","It would be ill chosen for restaurants that serve different meal each  hour interval , she said ."
"Today , we preserve essential tools to foster voice competition in the local market .","Today , we preserve essential tools to foster voice competition in the local mart .","Today , we carry on essential tools to foster voice rival in the local market .","Today , we preserve requirement tools to foster voice competition in the topical anaesthetic grocery ."
""" The discovery that the MAP bug is present in the vast majority of Crohn 's sufferers means it is almost certainly causing the intestinal inflammation , "" it said in a statement .",""" The discovery that the mathematical function bug is present in the vast majority of Crohn 's sufferers means it is almost certainly causing the intestinal inflammation , "" it said in a statement .",""" The discovery that the MAP bug is present in the huge absolute majority of Crohn 's sufferers means it is almost certainly causing the intestinal inflammation , "" it said in a statement .",""" The discovery that the MAP bug is present in the brobdingnagian majority of Crohn 's martyr means it is almost certainly causing the intestinal ignition , "" it said in a statement ."
A big surge in consumer confidence has provided the only positive economic news in recent weeks .,A big surge in consumer confidence has provided the only positive economic news in recent workweek .,A big surge in consumer sureness has provided the only positive economic tidings in recent weeks .,A gravid surge in consumer confidence has provided the only positive degree economic intelligence in recent weeks .
The government says the changes are necessary if Israel is to compete successfully in the global marketplace and attract investment .,The government sound out the changes are necessary if Israel is to compete successfully in the global marketplace and attract investment .,The government says the modify are necessary if Israel is to contend successfully in the global marketplace and attract investment .,The governance says the changes are necessary if Israel is to compete successfully in the global market place and pull investment .
"The computers were located in the United States , Canada , and South Korea .","The computer were located in the United States , Canada , and South Korea .","The computers were located in the United state of matter , canada , and South Korea .","The computers were situated in the combine state , Canada , and South Korea ."
"He was voluntarily castrated in 2001 , an operation he contends removed his ability to become sexually aroused .","He was voluntarily castrated in 2001 , an mental process he contends removed his ability to become sexually aroused .","He was voluntarily castrated in 2001 , an operation he contends take away his ability to go sexually aroused .","helium was voluntarily spay in 2001 , an operation he contends removed his ability to become sexually awake ."
"SARS , the deadly respiratory disease first detected in China last November , gave the agency its first real test of a new state-of-the-art emergency operations center .","SARS , the deadly respiratory disease first detected in peoples republic of china last November , gave the agency its first real test of a new state-of-the-art emergency operations center .","SARS , the mortal respiratory disease first detected in republic of china last November , gave the agency its first real test of a new state-of-the-art emergency operations center .","sars , the deadly respiratory disease first detected in China last November , gave the agency its first real test of a new state-of-the-art emergency mathematical operation nerve centre ."
