original_sentence,perturb_n1,perturb_n2,perturb_n3
"During 1942 , `` Whitehall '' was `` adopted '' by the civil community of Cheltenham , Gloucestershire , in a Warship Week national savings campaign .","During 1942 , `` Whitehall '' was `` adopted '' by the civil community of Cheltenham , Gloucestershire , in a warship Week national savings campaign .","During 1942 , `` Whitehall '' was `` adopted '' by the polite community of Cheltenham , Gloucestershire , in a Warship hebdomad national savings campaign .","During 1942 , `` Whitehall '' was `` adopted '' by the civil biotic community of Cheltenham , Gloucestershire , in a Warship Week subject bring through campaign ."
He moved to Ottawa and settled down in Illinois in 1891 .,He moved to Ottawa and settled down in prairie state in 1891 .,He moved to canadian capital and root down in Illinois in 1891 .,helium be active to Ottawa and make up down in Illinois in 1891 .
"An individual of the new species was collected in 2005 , and a second one was found in 2006 .","An individual of the new species was collected in 2005 , and a second one was bump in 2006 .","An individual of the new species was collected in 2005 , and a sec unity was found in 2006 .","An someone of the novel species was compile in 2005 , and a second one was found in 2006 ."
"Cassandra Peterson also appeared in Peaches Christ 's `` All About Evil '' with Patrick Bristow , Mink Stole and Brown .","cassandra Peterson also appeared in Peaches Christ 's `` All About Evil '' with Patrick Bristow , Mink Stole and Brown .","Cassandra Peterson also appeared in Peaches Christ 's `` All more or less Evil '' with Patrick Bristow , Mink Stole and brownish .","Cassandra Peterson also look in Peaches Christ 's `` altogether About Evil '' with Patrick Bristow , Mink Stole and john brown ."
By unanimous decision Dan Barrera defeated Saunders .,By consentient decision Dan Barrera defeated Saunders .,By consentaneous decisiveness Dan Barrera defeated Saunders .,by consentaneous decision Dan Barrera frustrated Saunders .
"A native of what would be the province of Manitoba , May moved to Ontario soon after completing the education in his hometown .","A native of what would be the province of Manitoba , May moved to Ontario soon after completing the pedagogy in his hometown .","A aboriginal of what would be the province of Manitoba , May moved to Ontario soon after dispatch the education in his hometown .","A native of what would be the responsibility of Manitoba , may moved to ontario soon after completing the education in his hometown ."
Herman Johannes married Annie Marie Gilbertine Amalo in 1955 .,Herman Johannes wed Annie Marie Gilbertine Amalo in 1955 .,woody herman Johannes marital Annie Marie Gilbertine Amalo in 1955 .,woodrow charles herman Johannes marital Annie Marie Gilbertine Amalo in 1955 .
"A radar-modified Vickers Wellington was equipped for use by the Fighter Interception Unit , as one of the first Airborne Early Warning and Control ( AEW & C ) aircraft .","A radar-modified Vickers Wellington was equipped for use by the Fighter Interception Unit , as unity of the first Airborne Early Warning and Control ( AEW & C ) aircraft .","A radar-modified Vickers Wellington was equipped for use by the Fighter Interception whole , as one of the first Airborne Early Warning and Control ( AEW & carbon ) aircraft .","angstrom unit radar-modified Vickers Wellington was equipped for use by the Fighter Interception Unit , as one of the first airborne Early Warning and check ( AEW & C ) aircraft ."
The Jimmy - Perez novels have been dramatized as the TV - Detective - Series '' Vera `` and the Vera - Stanhope - Romane as the series '' Shetland '' .,The Jimmy - Perez novels have been dramatized as the TV - Detective - Series '' Vera `` and the Vera - stanhope - Romane as the series '' Shetland '' .,The Jimmy - Perez novels have been dramatized as the TV - detective - series '' Vera `` and the Vera - Stanhope - Romane as the series '' Shetland '' .,The Jimmy - Perez novels have been dramatized as the idiot box - Detective - Series '' Vera `` and the Vera - stanhope - Romane as the series '' shetland sheepdog '' .
"Sasol operates commercial gasification plants in Secunda , Mpumalanga and Sasolburg in South Africa .","Sasol operates commercial gasification plants in Secunda , Mpumalanga and Sasolburg in South africa .","Sasol operates commercial grade gasification plants in Secunda , Mpumalanga and Sasolburg in confederacy Africa .","Sasol control commercial gasification plants in Secunda , Mpumalanga and Sasolburg in due south africa ."
"It is found in Australia , where it has been recorded from New South Wales , Queensland and South Australia .","It is found in Australia , where it has been recorded from New South weal , Queensland and South Australia .","It is found in Australia , where it has been recorded from modern due south Wales , Queensland and due south Australia .","It is found in Australia , where it has been memorialize from newfangled South Wales , queensland and South Australia ."
"Teewurst was invented in Poland , probably in the small Baltic town of Rügenwalde ( now Darłowo , Pomerania ) , in the middle of the 19th century .","Teewurst was invented in poland , probably in the small Baltic town of Rügenwalde ( now Darłowo , Pomerania ) , in the middle of the 19th century .","Teewurst was invented in poland , probably in the minor Baltic town of Rügenwalde ( now Darłowo , Pomerania ) , in the middle of the 19th century .","Teewurst was excogitate in Poland , probably in the small baltic sea town of Rügenwalde ( now Darłowo , Pomerania ) , in the center of the 19th century ."
"Leyser has a magic background , while Marie has a dance background .","Leyser has a magic background , while Marie has a saltation background .","Leyser has a magic downplay , while Marie has a saltation downplay .","Leyser has a charming backcloth , while Marie has a trip the light fantastic toe backcloth ."
"Spain , Germany and the Netherlands agreed to develop a trilateral basic design , which should be built and finally developed by each nation by itself .","Spain , frg and the Netherlands agreed to develop a trilateral basic design , which should be built and finally developed by each nation by itself .","Spain , Germany and the Netherlands harmonize to develop a trilateral basic design , which should be built and finally spring up by each nation by itself .","Spain , Germany and the Netherlands agreed to grow a trilateral basic design , which should be reinforced and finally originate by each nation by itself ."
"Most of the curriculum consisted of classical languages , the young and ambitious Cauchy , a brilliant student , won many prizes in Latin and Humanities .","Most of the curriculum consisted of classical languages , the young and challenging Cauchy , a brilliant student , won many prizes in Latin and Humanities .","Most of the program lie of classical languages , the young and ambitious Cauchy , a brilliant student , won many prizes in Latin and Humanities .","Most of the programme comprise of classical languages , the pres young and ambitious Cauchy , a brilliant student , won many prizes in Latin and Humanities ."
"The polychrome mosaics of the villa are geometric designs , stylistically close to North African mosaics , and damaged areas indicate that figures were also included .","The polychrome mosaics of the villa are geometric designs , stylistically close to North African mosaics , and damaged areas bespeak that figures were also included .","The polychrome mosaics of the villa are geometric designs , stylistically close to northward African mosaics , and discredited areas indicate that figures were also included .","The polychrome mosaics of the villa are geometrical designs , stylistically close to North African mosaics , and damaged orbit indicate that figures were as well included ."
Just as influential are Wolayta traditional dance forms that are widely adopted by musicians and often visible in Ethiopian music videos .,Just as influential are Wolayta traditional dance mold that are widely adopted by musicians and often visible in Ethiopian music videos .,Just as influential are Wolayta traditional dancing forms that are widely adopted by musicians and often visible in Ethiopian music picture .,Just as influential are Wolayta traditional dance forms that are widely adopted by musicians and a great deal visible in ethiopian euphony videos .
